Item,Carton_Qty,Price,Colour,Size,Desc,Weight(Kg),EAN13,DUN14,Image_Path,,,,
2852WHRXXL,24,237.50,White     ,XXL,Standard Coat,0.6200,5036108036653,15036108601964,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2852WHR.jpg,,,,
2852WHRXXS,24,237.50,White     ,XXSmall,Standard Coat,0.4600,5036108207145,15036108694126,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2852WHR.jpg,,,,
2852WHRXXXL,24,237.50,White     ,3 XL,Standard Coat,0.6600,5036108144129,15036108601971,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2852WHR.jpg,,,,
2860NARL,24,294.50,Navy      ,Large,Classic Work Jacket,0.5800,5036108143245,15036108602046,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2860NAR.jpg,,,,
2860NARM,24,294.50,Navy      ,Medium,Classic Work Jacket,0.5600,5036108143238,15036108602053,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2860NAR.jpg,,,,
2860NARS,24,294.50,Navy      ,Small,Classic Work Jacket,0.5400,5036108143221,15036108602060,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2860NAR.jpg,,,,
2860NARXL,24,294.50,Navy      ,XL,Classic Work Jacket,0.6400,5037108143259,15036108602077,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2860NAR.jpg,,,,
2860NARXXL,24,294.50,Navy      ,XXL,Classic Work Jacket,0.6600,5036108143269,15036108602084,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2860NAR.jpg,,,,
2885BGR36,36,,BottleG   ,36,Preston Trousers,0.4600,5036108123421,15036108688873,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BGR.jpg,,,,
2885BGR40,36,,BottleG   ,40,Preston Trousers,0.4800,5036108123445,15036108602183,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BGR.jpg,,,,
2885BKR28,36,202.50,Black     ,28,Preston Trousers,0.4000,5036108124893,15036108602299,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR30,36,202.50,Black     ,30,Preston Trousers,0.4200,5036108124909,15036108602305,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR32,36,202.50,Black     ,32,Preston Trousers,0.4420,5036108124916,15036108602312,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR34,36,202.50,Black     ,34,Preston Trousers,0.4400,5036108124923,15036108602329,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR36,36,202.50,Black     ,36,Preston Trousers,0.4600,5036108124930,15036108602336,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR38,36,202.50,Black     ,38,Preston Trousers,0.4600,5036108124947,15036108602343,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR40,36,202.50,Black     ,40,Preston Trousers,0.4800,5036108124954,15036108602350,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR42,36,202.50,Black     ,42,Preston Trousers,0.5000,5036108124961,15036108602367,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR44,36,202.50,Black     ,44,Preston Trousers,0.5000,5036108124978,15036108602374,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKR46,36,202.50,Black     ,46,Preston Trousers,0.5200,5036108124985,15036108602381,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKR.jpg,,,,
2885BKT30,36,202.50,BlackT    ,30,Preston Trousers,0.4400,5036108125029,15036108602404,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT32,36,202.50,BlackT    ,32,Preston Trousers,0.4400,5036108125036,15036108602411,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT34,36,202.50,BlackT    ,34,Preston Trousers,0.4600,5036108125043,15036108602428,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT36,36,202.50,BlackT    ,36,Preston Trousers,0.4600,5036108125050,15036108602435,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT38,36,202.50,BlackT    ,38,Preston Trousers,0.4800,5036108125067,15036108602442,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT40,36,202.50,BlackT    ,40,Preston Trousers,0.4800,5036108125074,15036108602459,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT42,36,202.50,BlackT    ,42,Preston Trousers,0.5000,5036108125081,15036108602466,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885BKT44,36,202.50,BlackT    ,44,Preston Trousers,0.5200,5036108125098,15036108602473,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885BKT.jpg,,,,
2885GGR28,36,,Graphi    ,28,Preston Trousers,0.4000,5036108123506,15036108756107,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885GGR.jpg,,,,
2885GGR32,36,202.50,Graphi    ,32,Preston Trousers,0.4400,5036108123520,15036108602497,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885GGR.jpg,,,,
2885GGR38,36,,Graphi    ,38,Preston Trousers,0.4600,5036108123551,15036108602527,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885GGR.jpg,,,,
2885NAR26,36,202.50,Navy      ,26,Preston Trousers,0.3900,5036108143023,15036108731791,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR28,36,202.50,Navy      ,28,Preston Trousers,0.4000,5036108056651,15036108602626,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR30,36,202.50,Navy      ,30,Preston Trousers,0.4200,5036108056668,15036108602640,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR32,36,202.50,Navy      ,32,Preston Trousers,0.4400,5036108056675,15036108602657,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR34,36,202.50,Navy      ,34,Preston Trousers,0.4400,5036108056682,15036108602688,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR36,36,202.50,Navy      ,36,Preston Trousers,0.4600,5036108056699,15036108602695,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR38,36,202.50,Navy      ,38,Preston Trousers,0.4600,5036108056705,15036108602718,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR40,36,202.50,Navy      ,40,Preston Trousers,0.4800,5036108056712,15036108602732,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR42,36,202.50,Navy      ,42,Preston Trousers,0.5000,5036108056729,15036108602763,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR44,36,202.50,Navy      ,44,Preston Trousers,0.5000,5036108056736,15036108602787,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR46,36,202.50,Navy      ,46,Preston Trousers,0.5200,5036108124107,15036108602794,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR48,36,202.50,Navy      ,48,Preston Trousers,0.5400,5036108124114,15036108602800,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR50,36,202.50,Navy      ,50,Preston Trousers,0.5600,5036108124121,15036108602817,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAR52,36,202.50,Navy      ,52,Preston Trousers,0.5400,5036108143030,15036108602824,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAR.jpg,,,,
2885NAT28,36,202.50,Navy T    ,28,Preston Trousers,0.4200,5036108056927,15036108602831,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT30,36,202.50,Navy T    ,30,Preston Trousers,0.4400,5036108056934,15036108602848,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT32,36,202.50,Navy T    ,32,Preston Trousers,0.4400,5036108056941,15036108602855,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT34,36,202.50,Navy T    ,34,Preston Trousers,0.4600,5036108056958,15036108602862,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT36,36,202.50,Navy T    ,36,Preston Trousers,0.4600,5036108056965,15036108602879,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT38,36,202.50,Navy T    ,38,Preston Trousers,0.4800,5036108056972,15036108602886,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT40,36,202.50,Navy T    ,40,Preston Trousers,0.4800,5036108056989,15036108602893,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT42,36,202.50,Navy T    ,42,Preston Trousers,0.5000,5036108056996,15036108602909,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT44,36,202.50,Navy T    ,44,Preston Trousers,0.5200,5036108057009,15036108602916,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885NAT46,36,202.50,Navy T    ,46,Preston Trousers,0.5200,5036108124138,15036108602923,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885NAT.jpg,,,,
2885RBR28,36,202.50,Royal     ,28,Preston Trousers,0.4000,5036108056743,15036108602619,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR30,36,202.50,Royal     ,30,Preston Trousers,0.4200,5036108056750,15036108602633,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR32,36,202.50,Royal     ,32,Preston Trousers,0.4400,5036108056767,15036108602664,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR34,36,202.50,Royal     ,34,Preston Trousers,0.4400,5036108056774,15036108602671,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR36,36,202.50,Royal     ,36,Preston Trousers,0.4600,5036108056781,15036108602701,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR38,36,202.50,Royal     ,38,Preston Trousers,0.4600,5036108056798,15036108602725,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR40,36,202.50,Royal     ,40,Preston Trousers,0.4800,5036108056804,15036108602749,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR42,36,202.50,Royal     ,42,Preston Trousers,0.5000,5036108056811,15036108602756,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
2885RBR44,36,202.50,Royal     ,44,Preston Trousers,0.5000,5036108056828,15036108602770,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/2885RBR.jpg,,,,
A001BKR,10,2659.50,Black,,Glove Clip  (Pk 40),1.3000,5036108185009,15036108603159,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A001BKR.jpg,,,,
A001RER,10,2659.50,Red,,Glove Clip  (Pk 40),1.3000,5036108185023,15036108603173,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A001RER.jpg,,,,
A002BKR,18,1427.00,Black,,Glove Clip Metal Free  (Pk40),0.8500,5036108278473,15036108751133,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A002BKR.jpg,,,,
A002YER,18,1427.00,Yellow,,Glove Clip Metal Free  (Pk40),0.8500,5036108278480,15036108768568,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A002YER.jpg,,,,
A010WHRL,1,7263.00,White     ,Large,Inspection Gloves  (600 Pairs),10.0000,,15036108811615,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg,,,,
A010WHRM,1,7263.00,White     ,Medium,Inspection Gloves  (600 Pairs),10.0000,,15036108811622,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg,,,,
A010WHRXL,1,7263.00,White     ,XL,Inspection Gloves  (600 Pairs),10.0000,,15036108811639,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A010WHR.jpg,,,,
A020WHRL,1,5906.50,White     ,Large,Assembly Glove  (960 Pairs),18.8400,5036108298877,15036108747969,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A020WHR.jpg,,,,
A020WHRM,1,5906.50,White     ,Medium,Assembly Glove  (960 Pairs),17.8000,5036108298884,15036108747976,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A020WHR.jpg,,,,
A020WHRS,1,5906.50,White     ,Small,Assembly Glove  (960 Pairs),16.2800,5036108298891,15036108747983,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A020WHR.jpg,,,,
A020WHRXL,1,5906.50,White     ,XL,Assembly Glove  (960 Pairs),19.8000,5036108298907,15036108747990,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A020WHR.jpg,,,,
A020WHRXS,1,5906.50,White     ,XSmall,Assembly Glove  (960 Pairs),16.0000,5036108298914,15036108781345,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A020WHR.jpg,,,,
A030WHRL,1,1830.50,White     ,Large,String Knit Liners (300 Pairs),13.5000,,15036108811646,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg,,,,
A030WHRM,1,1830.50,White     ,Medium,String Knit Liners (300 Pairs),13.5000,,15036108811653,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg,,,,
A030WHRXL,1,1830.50,White     ,XL,String Knit Liners (300 Pairs),13.5000,,15036108811660,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A030WHR.jpg,,,,
A040NLRL,1,3157.50,Natural   ,Large,Jersey Liner Glove (300 Pairs),12.3000,,15036108811677,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg,,,,
A040NLRM,1,3157.50,Natural   ,Medium,Jersey Liner Glove (300 Pairs),12.3000,,15036108811684,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg,,,,
A040NLRXL,1,3157.50,Natural   ,XL,Jersey Liner Glove (300 Pairs),12.3000,,15036108811691,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A040NLR.jpg,,,,
A050BERXL,1,2720.50,Beige     ,XL,Knitwrist Liner  (600 Pairs),13.8600,5036108292295,15036108709745,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A050BER.jpg,,,,
A080WHRL,600,23.00,White     ,Large,Microdot Glove,0.0300,5036108346875,15036108742285,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A080WHR.jpg,,,,
A080WHRM,600,23.00,White     ,Medium,Microdot Glove,0.0300,5036108346882,15036108742292,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A080WHR.jpg,,,,
A080WHRXL,600,23.00,White     ,XL,Microdot Glove,0.0260,5036108346899,15036108742308,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A080WHR.jpg,,,,
A100G4RL,216,21.50,GreyBlu  ,Large,Grip Glove,0.1050,5036108312009,15036108800565,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg,,,,
A100G4RM,216,21.50,GreyBlu  ,Medium,Grip Glove,0.0900,5036108312016,15036108800572,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg,,,,
A100G4RS,216,21.50,GreyBlu  ,Small,Grip Glove,0.0800,5036108312023,15036108800589,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg,,,,
A100G4RXL,216,21.50,GreyBlu  ,XL,Grip Glove,0.1050,5036108312030,15036108800596,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg,,,,
A100G4RXXL,216,21.50,GreyBlu  ,XXL,Grip Glove,0.1050,5036108312047,15036108800602,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100G4R.jpg,,,,
A100GNRL,216,21.50,Green     ,Large,Grip Glove,0.1000,5036108301911,15036108603197,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg,,,,
A100GNRM,216,21.50,Green     ,Medium,Grip Glove,0.0800,5036108301928,15036108603203,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg,,,,
A100GNRXL,216,21.50,Green     ,XL,Grip Glove,0.1000,5036108301935,15036108603210,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg,,,,
A100GNRXXL,216,21.50,Green     ,XXL,Grip Glove,0.1100,5036108301942,15036108689726,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100GNR.jpg,,,,
A100K8RL,216,21.50,BkBk     ,Large,Grip Glove,0.1000,5036108301959,15036108711625,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100K8R.jpg,,,,
A100K8RM,216,21.50,BkBk     ,Medium,Grip Glove,0.0800,5036108301966,15036108711632,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100K8R.jpg,,,,
A100K8RXL,216,21.50,BkBk     ,XL,Grip Glove,0.1000,5036108301973,15036108711649,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100K8R.jpg,,,,
A100K8RXXL,216,21.50,BkBk     ,XXL,Grip Glove,0.1000,5036108301980,15036108711656,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100K8R.jpg,,,,
A100ORRL,216,21.50,Orange    ,Large,Grip Glove,0.1000,5036108302031,15036108603227,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg,,,,
A100ORRM,216,21.50,Orange    ,Medium,Grip Glove,0.0800,5036108302048,15036108603234,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg,,,,
A100ORRS,216,21.50,Orange    ,Small,Grip Glove,0.0800,5036108302055,15036108716385,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg,,,,
A100ORRXL,216,21.50,Orange    ,XL,Grip Glove,0.1000,5036108302062,15036108603241,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg,,,,
A100ORRXXL,216,21.50,Orange    ,XXL,Grip Glove,0.1000,5036108302079,15036108689733,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100ORR.jpg,,,,
A100R8RL,216,21.50,RedBk    ,Large,Grip Glove,0.1000,5036108301997,15036108711663,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100R8R.jpg,,,,
A100R8RM,216,21.50,RedBk    ,Medium,Grip Glove,0.0800,5036108302000,15036108711670,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100R8R.jpg,,,,
A100R8RXL,216,21.50,RedBk    ,XL,Grip Glove,0.1000,5036108302017,15036108711687,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100R8R.jpg,,,,
A100R8RXXL,216,21.50,RedBk    ,XXL,Grip Glove,0.1000,5036108302024,15036108711694,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A100R8R.jpg,,,,
A105Y1RL,144,27.00,YeOr     ,Large,Grip Xtra Glove,0.1200,5036108304929,15036108741608,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A105Y1R.jpg,,,,
A105Y1RXL,144,27.00,YeOr     ,XL,Grip Xtra Glove,0.1000,5036108304936,15036108741585,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A105Y1R.jpg,,,,
A105Y1RXXL,144,27.00,YeOr     ,XXL,Grip Xtra Glove,0.1300,5036108304943,15036108741592,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A105Y1R.jpg,,,,
A109ORRL,216,24.50,Orange    ,Large,Grip Glove  -  Bag,0.1000,5036108150380,15036108603319,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A109ORR.jpg,,,,
A109ORRM,216,24.50,Orange    ,Medium,Grip Glove  -  Bag,0.0800,5036108150373,15036108603326,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A109ORR.jpg,,,,
A109ORRXL,216,24.50,Orange    ,XL,Grip Glove  -  Bag,0.1000,5036108150397,15036108603333,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A109ORR.jpg,,,,
A110BKRL,216,15.00,Black     ,Large,Polka Dot Glove,0.0500,5036108293377,15036108768919,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110BKRM,216,15.00,Black     ,Medium,Polka Dot Glove,0.0500,5036108293384,15036108768926,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110BKRS,216,15.00,Black     ,Small,Polka Dot Glove,0.0500,5036108293391,15036108768933,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110BKRXL,216,15.00,Black     ,XL,Polka Dot Glove,0.0500,5036108293407,15036108768940,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110BKRXS,216,15.00,Black     ,XSmall,Polka Dot Glove,0.0500,5036108331499,15036108819819,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110BKRXXS,216,15.00,Black     ,XXSmall,Polka Dot Glove,0.0500,5036108331505,15036108819826,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110BKR.jpg,,,,
A110WBRL,216,15.00,WhBlu    ,Large,Polka Dot Glove,0.0600,5036108293315,15036108603340,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A110WBRM,216,15.00,WhBlu    ,Medium,Polka Dot Glove,0.0400,5036108293322,15036108603357,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A110WBRS,216,15.00,WhBlu    ,Small,Polka Dot Glove,0.0400,5036108293339,15036108689740,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A110WBRXL,216,15.00,WhBlu    ,XL,Polka Dot Glove,0.0560,5036108293346,15036108603364,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A110WBRXS,216,15.00,WhBlu    ,XSmall,Polka Dot Glove,0.0400,5036108293353,15036108760685,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A110WBRXXL,216,15.00,WhBlu    ,XXL,Polka Dot Glove,0.0600,5036108293360,15036108734754,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A110WBR.jpg,,,,
A111WBRL,288,8.50,WhBlu    ,Large,Classic Polka Dot Glove,0.0560,5036108163458,15036108603371,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A111WBRM,288,8.50,WhBlu    ,Medium,Classic Polka Dot Glove,0.0520,5036108163465,15036108603388,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A111WBRS,288,8.50,WhBlu    ,Small,Classic Polka Dot Glove,0.0510,5036108202638,15036108689757,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A111WBRXL,288,8.50,WhBlu    ,XL,Classic Polka Dot Glove,0.0580,5036108163472,15036108603395,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A111WBRXS,288,8.50,WhBlu    ,XSmall,Classic Polka Dot Glove,0.0440,5036108270842,15036108769220,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A111WBRXXL,288,8.50,WhBlu    ,XXL,Classic Polka Dot Glove,0.0610,5036108163489,15036108769237,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A111WBR.jpg,,,,
A112W5RL,144,18.50,WhRed    ,Large,Heavyweight Polka Dot Glove,0.0810,5036108310760,15036108706553,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A112W5R.jpg,,,,
A112W5RM,144,18.50,WhRed    ,Medium,Heavyweight Polka Dot Glove,0.0790,5036108310777,15036108706560,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A112W5R.jpg,,,,
A112W5RXL,144,18.50,WhRed    ,XL,Heavyweight Polka Dot Glove,0.0830,5036108310784,15036108706577,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A112W5R.jpg,,,,
A113WBRL,288,19.00,WhBlu    ,Large,Polka Dot Plus Glove,0.0600,5036108310791,15036108745682,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A113WBR.jpg,,,,
A113WBRM,288,19.00,WhBlu    ,Medium,Polka Dot Plus Glove,0.0600,5036108310807,15036108745699,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A113WBR.jpg,,,,
A113WBRS,288,19.00,WhBlu    ,Small,Polka Dot Plus Glove,0.0600,5036108310814,15036108745705,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A113WBR.jpg,,,,
A113WBRXL,288,19.00,WhBlu    ,XL,Polka Dot Plus Glove,0.0600,5036108310821,15036108745712,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A113WBR.jpg,,,,
A115NARL,480,40.00,Navy      ,Large,Thermolite Thermal Liner,0.0390,5036108312054,15036108800626,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A115NAR.jpg,,,,
A115NARM,480,40.00,Navy      ,Medium,Thermolite Thermal Liner,0.0380,5036108312061,15036108800633,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A115NAR.jpg,,,,
A115NARS,480,40.00,Navy      ,Small,Thermolite Thermal Liner,0.0370,5036108312078,15036108800640,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A115NAR.jpg,,,,
A115NARXL,480,40.00,Navy      ,XL,Thermolite Thermal Liner,0.0530,5036108199044,15036108684813,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A115NAR.jpg,,,,
A115NARXXL,480,40.00,Navy      ,XXL,Thermolite Thermal Liner,0.0410,5036108312085,15036108800619,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A115NAR.jpg,,,,
A120B4RL,480,14.00,BluBlu   ,Large,PU Palm Glove,0.0290,5036108224074,15036108711410,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg,,,,
A120B4RM,480,14.00,BluBlu   ,Medium,PU Palm Glove,0.0280,5036108224081,15036108711427,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg,,,,
A120B4RS,480,14.00,BluBlu   ,Small,PU Palm Glove,0.0220,5036108224098,15036108711434,https://d11ak7fd9ypfb7.cloudfront.net/styles1100px/A120B4R.jpg,,,,
